Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.08807233076828218,0.21209021390281946,0.14571523127604158,0.1472978885304522,0.11483465661172929,0.12256878285581699,0.12828463559075032,0.12690495737515925
0.17446984215977837,0.3639992231557852,0.30170870635598096,0.34655646668549117,0.2834535242680797,0.23709219997786143,0.22647814880043268,0.23627849209308338
0.1680071492403932,0.024914277376522943,0.0749823392875164,0.0366320026836632,0.05907172995780591,0.08719037508846426,0.0870685951596735,0.08723864455659697
0.11662531017369727,0.847394540942928,0.4609181141439206,0.6774193548387096,0.44292803970223327,0.38213399503722084,0.3771712158808933,0.3753101736972705
0.13767850604174295,0.04840538625088589,0.1289818592136099,0.06950544204697345,0.10424118548799184,0.1419845568744958,0.141477603257708,0.14157014157014156
0.42,0.02,0.08,0.14,0.12,0.56,0.52,0.48
0.37,0.09,0.23,0.13,0.1,0.43,0.47,0.4
0.315,0.06,0.155,0.105,0.135,0.345,0.39,0.375
0.218,0.112,0.156,0.07,0.142,0.336,0.338,0.34
0.173,0.098,0.167,0.079,0.13,0.267,0.266,0.268
0.128,0.1135,0.153,0.075,0.1255,0.197,0.193,0.1945
