Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.1084907738432904,0.25077325243891635,0.18152552056578003,0.1957840627894521,0.1404030698974366,0.1542658726150175,0.15810312485435132,0.15796589718937945
0.19986967079893236,0.42237157791891533,0.3580340242530757,0.4156499751290733,0.3386561355635439,0.28811626936993157,0.292189739481775,0.2854705703228257
0.1884904086738949,0.03523876949779615,0.09466666666666666,0.05477171515378532,0.07707509881422925,0.10452961672473868,0.10086885691012762,0.10470921603022534
0.1317016317016317,0.8991841491841492,0.5378787878787878,0.7668997668997669,0.5454545454545454,0.45454545454545453,0.432983682983683,0.4522144522144522
0.15506003430531734,0.06781970419532778,0.16099773242630383,0.10224138600784678,0.13506493506493505,0.16997167138810199,0.16362034794098218,0.17004492166100582
0.5,0.02,0.08,0.14,0.14,0.44,0.48,0.46
0.47,0.11,0.16,0.1,0.13,0.44,0.45,0.41
0.4,0.14,0.185,0.095,0.17,0.43,0.425,0.4
0.25,0.128,0.164,0.074,0.15,0.36,0.352,0.364
0.201,0.118,0.16,0.083,0.162,0.294,0.297,0.293
0.1555,0.099,0.18,0.0895,0.1485,0.2165,0.217,0.2225
