Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.05182218324815606,0.19047389428597072,0.12803787007356013,0.12666965809093317,0.07828163366979722,0.07378617685223016,0.08022027156102038,0.07774815663247542
0.09841823564320674,0.37464846035256544,0.2884090820255941,0.3190445838446526,0.23364915912105416,0.1529986624235121,0.1887384812452168,0.16458112193806806
0.09684684684684684,0.02276680909996791,0.05900774682709741,0.03200297968655989,0.048752919900535,0.06916621548456957,0.06761517615176152,0.0671785028790787
0.05748663101604278,0.9010695187165776,0.4786096256684492,0.7466577540106952,0.4324866310160428,0.34157754010695185,0.3335561497326203,0.32754010695187163
0.07214765100671142,0.04441149822914093,0.10506236243580337,0.061375312508585404,0.087627818785129,0.11503827104907699,0.11243803515096891,0.11149032992036406
0.3,0.28,0.0,0.12,0.0,0.18,0.18,0.24
0.23,0.15,0.05,0.07,0.03,0.25,0.31,0.29
0.175,0.175,0.075,0.05,0.055,0.2,0.25,0.225
0.12,0.146,0.112,0.034,0.092,0.212,0.224,0.21
0.095,0.082,0.136,0.053,0.097,0.19,0.181,0.178
0.0775,0.0645,0.137,0.071,0.08,0.1385,0.1345,0.131
