Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.10581565958418107,0.25171469093944004,0.19005018430589612,0.20120031542977876,0.14063459956365287,0.151248127472201,0.15110446600247834,0.1489553547319919
0.1957822410876553,0.3862890160660864,0.31604444659320674,0.37853009383808867,0.2781797554027562,0.2540381684741858,0.2442092280124928,0.2456469953631137
0.1664167916041979,0.036921578178275696,0.09136284722222222,0.05457739115888085,0.07133632150725519,0.09139150943396226,0.09623379799461972,0.09547304798322437
0.1295215869311552,0.8844807467911319,0.4912485414235706,0.7613768961493582,0.5478413068844807,0.45215869311551926,0.45915985997666275,0.4515752625437573
0.14566929133858267,0.0708841819797073,0.15407136322049406,0.10185365853658536,0.12623512805001008,0.15205022562291545,0.15911847957945813,0.1576214234802973
0.46,0.1,0.12,0.26,0.06,0.34,0.46,0.54
0.41,0.07,0.13,0.21,0.08,0.38,0.43,0.45
0.395,0.08,0.09,0.14,0.13,0.375,0.385,0.39
0.27,0.142,0.206,0.094,0.128,0.344,0.308,0.324
0.179,0.139,0.23,0.085,0.136,0.295,0.272,0.267
0.1495,0.1345,0.2045,0.0915,0.141,0.208,0.212,0.201
