Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.07698186533916357,0.20314901530819984,0.13151425406709896,0.1352206094749708,0.09866690133145678,0.11091402610439269,0.10454793425247152,0.10946560505116998
0.17360911331728526,0.39260806871378473,0.30625452640608064,0.3724207813194963,0.2748631012673979,0.2762558024400796,0.25359237806883156,0.27449194834669105
0.16189290161892902,0.023395468978792716,0.062398440038999026,0.03557483731019523,0.05812603648424544,0.08663328781671976,0.08780786293406762,0.08846567347565658
0.0795593635250918,0.8702570379436965,0.4700122399020808,0.7025703794369645,0.42900856793145653,0.34944920440636473,0.35128518971848227,0.3525091799265606
0.10668855149774313,0.045565969718817594,0.11017070721560751,0.06772062293534685,0.1023806046443698,0.1388449848024316,0.14049687920695142,0.14143646408839777
0.42,0.02,0.04,0.08,0.16,0.32,0.26,0.22
0.35,0.02,0.13,0.06,0.09,0.37,0.33,0.28
0.32,0.1,0.185,0.06,0.13,0.38,0.355,0.345
0.204,0.182,0.148,0.126,0.18,0.314,0.282,0.31
0.145,0.11,0.172,0.095,0.153,0.24,0.241,0.24
0.119,0.0985,0.149,0.0815,0.114,0.1715,0.173,0.177
