Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.12316804682078963,0.2915494550288828,0.23114187909422368,0.24226574515126384,0.16561683378087433,0.1763428289313952,0.17790625254311287,0.1754130474275199
0.22322445460101514,0.44232946806279094,0.3668516127909913,0.43259507799694635,0.34685442948982675,0.3016734518261962,0.3049242584914925,0.2960260461340131
0.18718135469774216,0.04261277626400242,0.10103112288336014,0.06507486488881013,0.08386286969483016,0.11021307861866275,0.10972878825578503,0.1135
0.13997821350762527,0.9199346405228758,0.5816993464052288,0.8001089324618736,0.5822440087145969,0.49019607843137253,0.4803921568627451,0.49455337690631807
0.160174509192895,0.0814525462962963,0.17216087692431692,0.12036050798852929,0.14660906535006515,0.1799640071985603,0.17865100263317807,0.1846278975193168
0.44,0.08,0.3,0.04,0.18,0.38,0.48,0.56
0.5,0.07,0.32,0.03,0.15,0.46,0.38,0.51
0.475,0.065,0.24,0.085,0.185,0.425,0.435,0.495
0.29,0.09,0.198,0.07,0.17,0.388,0.394,0.366
0.211,0.083,0.232,0.084,0.169,0.315,0.32,0.319
0.162,0.1065,0.22,0.093,0.1605,0.2385,0.2375,0.2365
